title,genre_1_name,vote_average,vote_count,popularity,release_year
Amy Schumer: Live at the Apollo,Comedy,6.9,22.0,1.813284,2015
They Look Like People,Mystery,6.1,53.0,3.781344,2016
Extraordinary Tales,Horror,6.1,29.0,2.101326,2015
Colt 45,Drama,5.5,63.0,2.963954,2014
SuperBob,Action,5.7,25.0,1.680426,2015
Howl,Horror,5.0,133.0,6.844863,2015
Barbie & Her Sisters in the Great Puppy Adventure,Family,5.9,16.0,2.533076,2015
Liz in September,Drama,6.6,5.0,0.787551,2014
Sugar Coated,Documentary,7.4,9.0,0.346089,2015
Fathers and Daughters,Drama,7.2,262.0,6.758038,2015
Curve,Horror,4.5,72.0,4.957058,2015
The Dressmaker,Drama,6.9,419.0,7.95686,2015
Bear,Horror,3.5,4.0,0.741144,2010
Deep in the Darkness,Horror,4.7,29.0,5.577636,2014
Dysfunctional Friends,Comedy,5.0,4.0,0.482957,2012
Films of Fury: The Kung Fu Movie Movie,Documentary,5.9,6.0,0.220443,2011
Needle,Horror,4.9,18.0,3.242613,2010
Safelight,Drama,6.3,35.0,8.64958,2015
The Sound And The Fury,Drama,4.4,6.0,1.166012,2015
Why Horror?,Documentary,6.5,6.0,0.778909,2014
Now Add Honey,Comedy,5.3,9.0,2.44269,2015
The Crow's Nest,Drama,0.0,0.0,0.016486,2014
Berkshire County,Horror,5.3,26.0,2.620536,2014
Forever,Drama,6.1,6.0,1.171801,2015
Trumbo,Drama,7.3,507.0,7.358726,2015
All Hallows' Eve,Horror,4.8,50.0,6.556384,2013
Delhi Safari,Animation,5.1,6.0,1.354611,2012
Foodies,Documentary,5.8,4.0,0.200882,2014
24 Days,Thriller,6.7,25.0,2.034935,2014
Ghosts of Ole Miss,Documentary,7.0,3.0,0.18503,2012
Marguerite,Drama,6.4,100.0,4.391441,2015
Rubberneck,Thriller,5.5,6.0,0.731581,2013
Lake Placid 3,Horror,4.2,34.0,7.030888,2010
Lake Placid: The Final Chapter,Horror,4.2,38.0,8.860585,2012
La buca,Comedy,4.8,6.0,0.60367,2014
Divorce Corp.,Documentary,7.9,5.0,0.872672,2014
War of the Buttons,Family,5.9,97.0,4.357984,2011
War of the Buttons,Adventure,5.8,119.0,8.028926,2011
Killer Crush,Thriller,4.3,3.0,0.964223,2015
Reluctant Witness,TV Movie,6.0,2.0,0.396836,2015
I Believe in Unicorns,Drama,4.0,4.0,1.001837,2014
Letters from the Big Man,Drama,7.0,2.0,0.385077,2011
Paul McCartney Really Is Dead: The Last Testament of George Harrison,Documentary,4.7,7.0,0.27381,2010
Five Thirteen,Drama,4.3,4.0,1.303049,2013
The Grief of Others,Drama,7.2,5.0,0.495947,2015
American Warships,Action,2.8,30.0,3.985291,2012
Cruel & Unusual,Thriller,6.4,10.0,0.517732,2014
Rubble Kings,Documentary,7.1,8.0,1.750743,2015
Concussion,Drama,7.0,844.0,7.739783,2015
The Phoenix Incident,Horror,5.0,23.0,1.352518,2015
The Exorcism of Molly Hartley,Horror,4.9,88.0,5.742044,2015
United Passions,Drama,3.0,16.0,4.766716,2014
The Peanuts Movie,Animation,6.5,608.0,12.338346,2015
The Lies of the Victors,Thriller,4.6,7.0,0.43251,2014
The Haunting of Whaley House,Horror,3.9,17.0,1.235331,2012
Skinwalker Ranch,Thriller,5.0,47.0,2.750956,2013
A Distant Neighborhood,Drama,6.5,11.0,1.824977,2010
The Legendary Giulia and Other Miracles,Comedy,7.1,116.0,4.206606,2015
Blue Mountain State: The Rise of Thadland,Comedy,5.7,91.0,5.008234,2016
Bare,Drama,4.4,15.0,1.779635,2015
Septic Man,Horror,4.7,9.0,0.762328,2013
The Last House on Cemetery Lane,Horror,3.4,11.0,1.340182,2015
Krampus: The Reckoning,Horror,2.5,10.0,0.995952,2015
11 Minutes,Drama,5.9,15.0,1.519861,2015
Do I Sound Gay?,Documentary,6.2,20.0,1.635063,2014
The Hallow,Fantasy,5.2,209.0,8.613908,2015
Toilet,Drama,6.0,4.0,1.180627,2010
Traceless,Crime,5.6,9.0,1.426807,2010
Stray Dog,War,0.0,0.0,0.088117,2014
Containment,Thriller,5.1,36.0,1.498709,2015
Lotus Eaters,Drama,5.4,5.0,0.801038,2013
A Dangerous Game,Documentary,0.0,0.0,1.165251,2014
Aim High In Creation,Foreign,7.0,2.0,0.16518,2013
Mr. Dynamite: The Rise of James Brown,Music,7.1,8.0,1.286655,2014
The Falling,Drama,5.0,60.0,3.669491,2014
San Francisco 2.0,Documentary,7.5,4.0,0.167761,2015
Hallway,Drama,0.0,0.0,0.020001,2015
Alone With People,Comedy,7.0,1.0,0.050589,2014
You're Killing Me,Romance,6.0,2.0,0.279544,2015
Tru Love,Romance,6.7,6.0,0.375722,2013
Isla bonita,Comedy,3.5,4.0,0.783217,2015
Naomi and Ely's No Kiss List,Comedy,5.9,272.0,6.347034,2015
The Subjects,Thriller,5.5,22.0,1.519297,2015
Maktub,Comedy,6.2,10.0,0.631061,2011
The forbidden education,Comedy,6.6,9.0,0.872312,2012
Wildlike,Adventure,6.6,44.0,10.754914,2014
The C-Word,TV Movie,7.0,3.0,0.490042,2015
Creed,Drama,7.3,1963.0,33.449723,2015
Dragons: Gift of the Night Fury,Animation,6.9,126.0,8.453868,2011
Sundays at Tiffany's,Drama,5.5,24.0,2.823378,2010
The Girls in the Band,Documentary,0.0,1.0,0.092233,2013
Twinsters,Family,7.6,71.0,2.867932,2015
Solace,Crime,6.2,740.0,12.642675,2015
All About Evil,Horror,5.6,23.0,1.112225,2010
Breathing,Drama,7.2,19.0,1.271808,2011
A Nanny for Christmas,Comedy,5.2,12.0,1.449353,2010
The Hot Flashes,Comedy,4.5,22.0,1.634485,2013
Lost in the Sun,Action,5.8,48.0,3.985181,2015
David and Goliath,Action,4.3,6.0,0.272295,2015
A Golden Boy,Romance,4.4,11.0,0.783186,2014
Louder Than Bombs,Drama,6.7,93.0,12.293202,2015
Algorithms,Documentary,0.0,0.0,0.011525,2013
Heist,Crime,5.6,322.0,8.476315,2015
Condemned,Horror,3.4,27.0,2.418307,2015
Entertainment,Drama,5.2,21.0,1.311874,2015
"Rio, I Love You",Drama,3.8,17.0,2.564738,2014
The Murder Pact,Thriller,4.3,4.0,0.355751,2015
The Price We Pay,Documentary,6.7,5.0,0.194929,2014
Fonzy,Comedy,5.7,72.0,3.424798,2013
Happy 140,Drama,6.3,17.0,1.390382,2015
Shelter,Drama,5.8,34.0,5.675752,2014
400 Days,Mystery,4.2,193.0,6.133899,2015
The Hardy Bucks Movie,Comedy,5.2,3.0,0.269543,2013
Velociraptor,Comedy,6.1,6.0,0.800358,2014
Hello Lonesome,Drama,6.3,3.0,0.118601,2010
Love the Coopers,Comedy,5.4,169.0,5.660649,2015
In the Grayscale,Romance,6.8,19.0,1.275006,2015
The Conquerors,Comedy,5.8,2.0,0.172239,2013
Journey to the Safest Place on Earth,Documentary,6.5,2.0,0.167894,2013
All American High: Revisited,Documentary,7.3,3.0,0.318884,2014
"Doin' It in the Park: Pick-Up Basketball, NYC",Documentary,6.8,6.0,0.325506,2012
SlingShot,Documentary,7.2,5.0,0.638842,2014
Ralphie May: Imperfectly Yours,Comedy,6.0,1.0,0.338061,2013
The Secret Life of Marilyn Monroe,Drama,5.7,11.0,0.882126,2015
The Roosevelts: An Intimate History,History,8.3,6.0,0.824032,2014
Silenced,Documentary,8.0,3.0,0.31926,2014
In Harmony,Drama,6.1,28.0,2.527577,2015
Felix and Meira,Drama,5.6,12.0,0.776885,2015
The Untold History of the United States,Documentary,8.2,15.0,1.37316,2012
Vive la France,Comedy,4.9,124.0,5.081131,2013
Turf,Comedy,4.2,31.0,2.202562,2013
Night of the Living Dead: Darkest Dawn,Action,5.2,6.0,1.112812,2015
Camp Dread,Thriller,4.6,8.0,0.985039,2014
Don't Go to the Reunion,Horror,4.9,6.0,0.223536,2013
Father's Day,Action,6.2,24.0,2.199072,2011
Trophy Heads,Comedy,6.0,4.0,0.508162,2014
Camp Massacre,Horror,3.0,1.0,0.209126,2014
Area 407,Horror,4.0,36.0,2.070949,2012
Reality Terror Night,Horror,1.0,2.0,0.146679,2013
Tut,Drama,7.6,22.0,1.645219,2015
Doctor Who: Last Christmas,Science Fiction,7.9,86.0,4.964132,2014
Made in France,Drama,6.5,59.0,3.428114,2015
"3 ½ Minutes, 10 Bullets",Thriller,7.8,30.0,1.381594,2015
After Words,Drama,6.2,10.0,1.335301,2015
Coldwater,Thriller,6.6,71.0,5.441277,2013
Aleksandr's Price,Drama,4.9,4.0,0.986074,2013
The Legend of Longwood,Family,8.0,1.0,0.118119,2014
Bravetown,Drama,6.5,87.0,8.378022,2015
Eva,Drama,5.0,1.0,0.607009,2010
Beneath the Blue,Drama,6.5,10.0,0.99845,2010
Dark Rising 2:  Summer Strikes Back,Action,3.0,2.0,0.849195,2011
Transformers Prime Beast Hunters: Predacons Rising,Action,6.7,5.0,1.648427,2013
This Isn't Funny,Comedy,7.7,3.0,0.417405,2015
Bibliothèque Pascal,Drama,6.8,9.0,0.368638,2010
Them who?,Comedy,6.2,75.0,3.496436,2015
Young Tiger,Drama,6.2,8.0,0.579716,2015
Criminal Activities,Thriller,5.8,111.0,12.579261,2015
Warsaw 44,Drama,6.8,63.0,4.277554,2014
Life Inside Out,Music,5.2,5.0,0.238238,2014
A Murder in the Park,Documentary,6.5,5.0,0.202059,2015
The Taint,Action,4.8,13.0,0.752246,2010
Dancing on the Edge,Drama,6.3,3.0,1.531293,2013
Plush,Thriller,5.4,40.0,3.488758,2013
At Risk,TV Movie,3.4,9.0,9.502186,2010
Love is All: 100 Years of Love & Courtship,Documentary,7.3,4.0,0.202543,2014
Anthony Jeselnik: Thoughts and Prayers,Comedy,7.8,16.0,1.171422,2015
Anthony Jeselnik: Caligula,Comedy,7.7,9.0,0.667595,2013
The Leisure Class,TV Movie,3.9,10.0,1.491134,2015
Point Break,Action,5.5,795.0,7.291872,2015
Antigang,Action,5.8,105.0,5.748885,2015
Glassland,Drama,4.2,31.0,2.796273,2015
Submerged,Thriller,4.3,21.0,2.232507,2015
Heart of a Dog,Documentary,6.6,12.0,1.006998,2015
Paternity Leave,Comedy,7.0,4.0,0.448056,2015
Naked Among Wolves,Drama,7.6,30.0,4.885995,2015
The Bunny Game,Horror,4.6,22.0,1.687991,2010
Winter on Fire: Ukraine's Fight for Freedom,Documentary,8.1,65.0,2.940533,2015
The List,Thriller,5.5,2.0,1.358638,2013
eCupid,Romance,5.1,20.0,1.809297,2011
Talvar,Thriller,7.6,33.0,1.540697,2015
Falling Overnight,Drama,6.7,6.0,0.372805,2011
My Little Pony: Equestria Girls - Friendship Games,Animation,3.9,11.0,2.165594,2015
The Ties That Bind,Documentary,7.3,3.0,0.187825,2015
Souls of Zen: Ancestors and Agency in Contemporary Japanese Temple Buddhism,Documentary,10.0,1.0,0.043532,2012
Hitchcock/Truffaut,Documentary,7.5,55.0,3.178725,2015
The 5th Wave,Adventure,5.6,1993.0,10.788263,2016
A Very Murray Christmas,Comedy,5.2,149.0,6.007801,2015
Elf: Buddy's Musical Christmas,Fantasy,4.4,9.0,2.05959,2014
600 Miles,Thriller,6.2,37.0,3.733787,2016
Serial Killer 1,Drama,7.0,85.0,5.127658,2015
L'Art de la fugue,Comedy,5.2,10.0,0.422533,2015
Lucky,Drama,8.5,2.0,0.41789,2011
Pleased to Meet Me,Drama,3.8,3.0,0.866074,2013
"10,000 Days",Science Fiction,3.0,4.0,1.807454,2014
Truman,Comedy,7.0,101.0,4.778359,2015
The Wiz Live!,Music,7.3,14.0,1.160656,2015
Spud 3: Learning to Fly,Comedy,6.3,8.0,1.187815,2014
Awaken,Drama,7.1,7.0,0.837087,2013
Reaper,Science Fiction,5.8,21.0,1.753718,2015
"Easy Sex, Sad Movies",Comedy,5.1,19.0,2.900585,2014
Louder Than Words,Drama,5.6,19.0,2.100842,2013
Sanjay's Super Team,Animation,6.9,74.0,4.33573,2015
Cosmos,Drama,6.7,15.0,1.26037,2015
Some Kind Of Hate,Horror,4.5,40.0,1.624956,2015
Lady of Csejte,Drama,4.8,6.0,1.574378,2015
Highway of Tears,Documentary,0.0,0.0,0.022031,2014
Drone,Documentary,5.8,6.0,1.35076,2014
The Hollow,Horror,4.7,33.0,2.410183,2015
Quantum Apocalypse,TV Movie,2.8,25.0,1.51939,2010
End of the World,Science Fiction,4.8,16.0,1.912981,2013
The 12 Disasters of Christmas,TV Movie,3.2,15.0,1.144133,2012
Earthfall,Action,3.3,15.0,1.727617,2015
10.0 Earthquake,Drama,4.3,28.0,1.581577,2014
Mega Shark vs. Mecha Shark,Action,3.1,29.0,2.251209,2014
Fateful Findings,Drama,4.0,10.0,0.65892,2013
Eating Out: Drama Camp,Comedy,6.5,16.0,1.198567,2011
Babysitting 2,Comedy,6.6,368.0,5.901413,2015
My Life Directed by Nicolas Winding Refn,Documentary,6.4,16.0,1.43713,2014
Weekend of a Champion,Documentary,6.3,6.0,0.490537,2013
Les Dissociés,Comedy,7.5,64.0,2.896562,2015
Truth,Drama,6.5,165.0,6.133745,2015
The Letters,Drama,5.6,10.0,2.240259,2015
Christmas Icetastrophe,TV Movie,4.9,13.0,2.008878,2014
Just Jim,Comedy,5.8,17.0,1.03027,2015
Dino Time,Animation,4.5,12.0,8.011533,2012
Top Cat The Movie,Animation,5.3,18.0,3.753514,2011
The Big Short,Comedy,7.3,2679.0,13.143061,2015
The Throwaways,Action,5.1,17.0,2.877374,2015
Applesauce,Comedy,6.2,12.0,0.871957,2015
"Sex, Lies and Death",Drama,4.0,1.0,0.110439,2011
The Ridiculous 6,Comedy,4.9,397.0,6.287086,2015
Chaos on the Bridge,TV Movie,7.4,13.0,1.16084,2015
John Mulaney: The Comeback Kid,Comedy,7.4,36.0,1.548502,2015
L for Leisure,Comedy,6.0,1.0,0.04867,2014
Northpole,TV Movie,5.1,10.0,1.65579,2014
Amy Schumer: Mostly Sex Stuff,Comedy,6.5,20.0,1.543344,2012
American Hero,Action,5.1,63.0,3.747935,2015
Night Owls,Drama,6.7,25.0,1.660851,2015
Led Zeppelin - Celebration Day,Music,8.0,19.0,5.431571,2012
The Incident,Thriller,6.4,14.0,1.140772,2014
Under the Rainbow,Comedy,5.7,22.0,2.751874,2013
I Believe in Miracles,Documentary,7.9,7.0,0.563543,2015
The Girl in the Book,Drama,6.1,39.0,3.28083,2015
Mojave,Thriller,4.6,42.0,4.393887,2015
Steak (R)évolution,Family,6.4,7.0,0.473593,2014
Yalom's Cure,Documentary,5.0,5.0,0.563739,2014
Tumbledown,Music,6.6,51.0,10.932742,2015
Folies Bergère,Comedy,6.3,7.0,1.11984,2014
Friends from France,Drama,6.3,3.0,0.896636,2013
100 Ghost Street: The Return of Richard Speck,Horror,4.8,8.0,0.942505,2012
The Unwanted,Drama,3.8,8.0,0.571518,2014
Stranded,Drama,5.0,11.0,5.18104,2015
Sawney: Flesh of Man,Horror,5.9,14.0,2.267245,2012
Inbred,Comedy,5.6,35.0,3.610042,2011
For Lovers Only,Drama,7.2,10.0,0.890792,2011
Archipelago,Drama,5.0,15.0,1.644963,2010
Extraction,Action,4.3,102.0,8.075504,2015
World of Tomorrow,Animation,8.0,100.0,5.223297,2015
Night #1,Drama,5.1,5.0,1.610014,2011
Zoolander 2,Comedy,4.7,814.0,10.155109,2016
View From A Blue Moon,Documentary,7.6,7.0,1.323536,2015
Anuvahood,Comedy,7.4,21.0,6.231965,2011
Love at the Thanksgiving Day Parade,Romance,6.8,8.0,1.425795,2012
Gangsta Granny,TV Movie,4.8,8.0,1.210607,2013
Innocent Killers,Crime,5.4,8.0,0.694197,2015
The Legend of Barney Thomson,Comedy,5.9,56.0,3.861768,2015
Unbranded,Documentary,6.0,2.0,0.141191,2015
The Lion Guard: Return of the Roar,TV Movie,6.0,62.0,5.97657,2015
Hitting the Apex,Documentary,8.4,19.0,1.948614,2015
How to Be Single,Comedy,5.9,1225.0,8.898988,2016
Anguish,Horror,4.8,32.0,1.57501,2015
Winning: The Racing Life of Paul Newman,Documentary,8.2,6.0,1.700266,2015
Marvel Super Hero Adventures: Frost Fight!,Animation,7.1,5.0,1.093779,2015
Finders Keepers,Documentary,6.4,24.0,1.001538,2015
The Propaganda Game,Documentary,7.1,52.0,2.155148,2015
Two Step,Thriller,5.3,6.0,0.750754,2015
Assassins Run,Action,4.0,16.0,2.241405,2013
He Never Died,Thriller,6.3,144.0,6.78295,2015
The Last Fall,Drama,5.8,5.0,0.561833,2012
Another World,Action,3.9,28.0,2.226657,2014
Samurai Cop 2: Deadly Vengeance,Action,4.6,16.0,3.3756,2015
The Cat Vanishes,Drama,5.8,4.0,0.207875,2011
The Masters of Suspense,Comedy,6.0,1.0,0.094963,2014
The Runway,Drama,5.0,2.0,0.166675,2010
Dark Awakening,Horror,4.2,5.0,0.610094,2014
Mr. Miracle,Drama,7.3,2.0,0.432326,2014
Fifty Shades of Black,Romance,4.3,337.0,6.785049,2016
Unlocking the Cage,Documentary,8.0,3.0,0.697445,2016
Successful Alcoholics,Comedy,5.9,5.0,0.261062,2010
The Monster of Mangatiti,Drama,6.8,4.0,0.542716,2015
Nocturnal Animals,Drama,7.2,1990.0,18.908782,2016
A Tale of Two Thieves,Documentary,7.5,1.0,0.086024,2014
Tyke Elephant Outlaw,Documentary,8.0,6.0,0.248179,2015
The Pardon,Crime,5.0,3.0,1.242132,2013
Pete's Christmas,Fantasy,4.9,23.0,7.473462,2013
Unnatural,Thriller,4.3,12.0,1.804845,2015
Daddy's Home,Comedy,5.8,870.0,8.009226,2015
Sisters,Comedy,5.8,593.0,13.799419,2015
The Christmas Secret,Romance,6.8,18.0,1.468411,2014
Just in Time for Christmas,Family,6.2,17.0,1.711581,2015
A Christmas Detour,Comedy,6.8,29.0,1.933367,2015
Once Upon A Holiday,Family,5.9,22.0,1.617017,2015
"Murder, She Baked: A Chocolate Chip Cookie Mystery",TV Movie,7.6,16.0,2.997835,2015
Night Of The Living Deb,Comedy,5.4,42.0,4.69124,2015
"Murder, She Baked: A Plum Pudding Murder Mystery",TV Movie,8.0,11.0,4.653375,2015
'Tis the Season for Love,Romance,6.0,11.0,1.004732,2015
Ice Sculpture Christmas,Romance,5.7,19.0,0.825129,2015
Charming Christmas,Romance,5.9,10.0,0.755155,2015
I'm Not Ready for Christmas,Family,4.8,8.0,0.947398,2015
Merry Matrimony,Romance,5.9,6.0,1.185419,2015
Christmas Incorporated,Drama,6.4,21.0,2.256822,2015
12 Gifts of Christmas,Family,5.8,20.0,1.002746,2015
The Bridge,Drama,6.1,15.0,1.397482,2015
On the Twelfth Day of Christmas,Romance,6.3,12.0,0.747467,2015
A Christmas Melody,Romance,5.7,17.0,1.468471,2015
Kung Fu Panda 3,Action,6.7,1630.0,14.696548,2016
The Hooligan Factory,Comedy,5.3,11.0,3.856935,2014
Memoirs of a Teenage Amnesiac,Drama,5.0,4.0,0.212271,2010
He's Mine Not Yours,Comedy,5.5,2.0,0.117226,2011
A Perfect Christmas List,Comedy,0.0,0.0,0.605492,2014
Dorfman,Comedy,5.9,16.0,7.325924,2011
A Christmas Kiss II,TV Movie,5.9,9.0,1.896928,2014
The Sweet Escape,Comedy,6.5,31.0,2.84509,2015
Marco Polo: One Hundred Eyes,Action,7.1,33.0,2.41637,2015
A Brave Heart: The Lizzie Velasquez Story,Documentary,8.3,4.0,0.161354,2015
Gone Fishing,Drama,4.8,4.0,0.843072,2012
Krisha,Comedy,6.5,49.0,3.438362,2016
Unicorn City,Comedy,5.5,15.0,1.495721,2012
Mistletoe Over Manhattan,TV Movie,5.7,6.0,0.637774,2011
A Cookie Cutter Christmas,Comedy,6.4,12.0,0.819949,2014
Window Wonderland,Romance,5.7,13.0,0.883931,2013
The Unauthorized Full House Story,Drama,4.2,10.0,0.419041,2015
La Novia,Drama,6.7,27.0,1.62374,2015
The PHD Movie 2,Comedy,0.0,0.0,0.029535,2015
Standoff,Drama,6.0,96.0,4.662079,2016
A Matter of Faith,Drama,4.9,9.0,1.860893,2014
Video Girl,Drama,5.0,3.0,0.462471,2011
Te presento a Laura,Romance,6.8,16.0,1.586898,2010
Chrysalis,Drama,4.9,7.0,0.537234,2014
Swelter,Action,4.6,22.0,2.409569,2014
Worlds Apart,Romance,6.6,21.0,3.076023,2015
We Accept Miracles,Comedy,5.6,128.0,4.833239,2015
Cold Deck,Drama,6.0,7.0,0.901095,2015
Steve McQueen: The Man & Le Mans,Documentary,7.6,9.0,0.673276,2015
The Mend,Comedy,5.9,5.0,1.325731,2014
Headless,Horror,6.4,13.0,0.853425,2015
3-Headed Shark Attack,Science Fiction,4.0,41.0,3.677281,2015
It's Now or Never,Comedy,5.5,83.0,5.104004,2015
Comforting Skin,Thriller,4.0,4.0,0.296009,2011
Naughty or Nice,TV Movie,6.1,19.0,1.493696,2012
A Perfect Ending,Drama,6.0,24.0,6.056447,2012
Senn,Science Fiction,5.4,5.0,0.187104,2013
Nintendo Quest,Documentary,5.8,18.0,1.334,2015
"Rabin, the Last Day",Thriller,3.8,9.0,0.858973,2015
Le Grand partage,Comedy,4.5,63.0,3.849773,2015
The Alchemist's Letter,Family,6.9,7.0,0.436531,2015
Shadows on the Wall,Horror,4.0,2.0,0.463261,2014
Bride for Rent,Romance,7.8,4.0,1.01032,2014
Pride and Prejudice and Zombies,Romance,5.5,662.0,7.954623,2016
When Harry Tries to Marry,Comedy,5.9,7.0,0.698153,2011
500 MPH Storm,Action,2.9,21.0,3.698229,2013
Cowboys vs. Dinosaurs,Science Fiction,4.3,14.0,1.121188,2015
Garm Wars: The Last Druid,Action,4.1,17.0,2.299266,2014
Forgotten,Drama,7.0,2.0,0.138964,2014
Super Shark,Science Fiction,2.9,21.0,0.774131,2011
The Invader,Drama,6.3,6.0,1.064526,2011
See You in Montevideo,Adventure,6.6,11.0,0.739684,2014
Noah,Drama,7.8,9.0,0.6151,2013
The Pig Farm,Documentary,0.0,0.0,0.032165,2011
Proof of the Devil,Horror,2.6,4.0,0.439368,2015
Quo vado?,Comedy,6.8,460.0,5.18624,2016
"Inner Worlds, Outer Worlds",Documentary,5.3,3.0,0.438376,2012
Cool Cat Saves the Kids,Action,3.0,8.0,0.847277,2015
Frenemies,Drama,5.2,83.0,7.96175,2012
How to Build a Better Boy,Family,5.7,71.0,5.954022,2014
Kept Woman,Thriller,6.2,20.0,3.016183,2015
The Oregonian,Horror,4.8,11.0,0.841542,2011
The Rambler,Comedy,6.0,14.0,1.515997,2013
The Devil's Candy,Horror,6.4,114.0,9.968649,2017
Jane Got a Gun,Action,5.4,293.0,8.826071,2016
Megamind: The Button Of Doom,Animation,6.4,42.0,4.061347,2011
Peggy Guggenheim: Art Addict,Documentary,7.0,7.0,0.387788,2015
Woodlawn,Drama,6.8,49.0,3.216606,2015
Captive,Crime,5.6,94.0,5.396271,2015
Shark Lake,Thriller,4.4,19.0,1.699695,2015
Riot,Action,5.4,25.0,3.529513,2015
Hell & Back,Fantasy,5.0,79.0,5.571253,2015
Everyday,Drama,6.0,6.0,0.722789,2012
Blue and Not So Pink,Foreign,7.6,25.0,1.298,2012
The Forest,Horror,4.8,478.0,7.384688,2016
Me and Kaminski,Comedy,6.3,7.0,2.919553,2015
Do Not Disturb,Comedy,4.3,9.0,1.714187,2012
Nowhere Safe,TV Movie,6.0,19.0,1.901873,2014
Approaching the Elephant,Documentary,7.0,3.0,0.186852,2015
Girl vs. Monster,Comedy,5.8,46.0,6.670101,2012
Mr. Kaplan,Drama,5.6,5.0,0.968647,2014
Lines of Wellington,Drama,5.4,11.0,0.956205,2012
Close Range,Action,5.1,57.0,5.419602,2015
Felt,Drama,5.0,9.0,0.643327,2014
The Entity,Horror,4.7,12.0,1.600885,2015
Africa United,Drama,6.3,10.0,1.216629,2010
AWOL-72,Thriller,2.8,10.0,1.264454,2015
Un fantastico via vai,Comedy,6.0,67.0,2.791857,2013
2 Autumns 3 Winters,Drama,6.0,12.0,0.68062,2013
The Husband She Met Online,Drama,5.0,2.0,1.230587,2013
Doctor Who: The Husbands of River Song,Drama,7.8,50.0,2.598769,2015
The Guvnors,Crime,5.3,25.0,2.562863,2014
The Rise & Fall of a White Collar Hooligan,Thriller,5.8,20.0,3.721769,2012
Band of Robbers,Adventure,6.0,35.0,2.914586,2016
Moonwalkers,Comedy,6.1,98.0,15.041341,2015
Ellis,Drama,6.9,28.0,1.903401,2015
Rumors of Wars,Thriller,4.2,3.0,0.128762,2014
The New Watchdogs,Documentary,7.4,13.0,0.868468,2012
Protect and Serve,Crime,4.8,24.0,1.936988,2010
Kansas: Miracles Out Of Nowhere,Documentary,8.0,3.0,0.202117,2015
Empire of Dirt,Drama,0.0,0.0,0.035763,2013
Aimy in a Cage,Drama,5.2,6.0,0.533455,2016
Journey to Le Mans,Documentary,5.6,7.0,3.423001,2014
Janis: Little Girl Blue,Documentary,7.5,56.0,2.726411,2015
Plastic Galaxy: The Story of Star Wars Toys,Documentary,6.4,9.0,1.168756,2014
Uncanny,Drama,6.2,56.0,6.515574,2015
Tomorrow,Documentary,7.9,86.0,4.241058,2015
Aliens on the Moon: The Truth Exposed,Documentary,3.1,8.0,0.633369,2014
Army Dog,Action,5.0,1.0,0.915298,2016
The 7:39,Romance,6.4,16.0,2.661686,2014
One Track Heart: The Story of Krishna Das,Documentary,0.0,0.0,0.004801,2013
The Correspondence,Romance,6.1,103.0,5.004038,2016
100 Yen: The Japanese Arcade Experience,Documentary,4.8,5.0,0.772606,2012
We'll Take Manhattan,Drama,6.5,7.0,0.807075,2012
Asu Mare,Comedy,6.0,3.0,0.966484,2013
The Abandoned,Thriller,4.1,66.0,2.932801,2016
I Survived a Zombie Holocaust,Comedy,5.6,18.0,1.859992,2014
Cougar Hunting,Comedy,2.6,10.0,1.486976,2011
TEKKEN: Blood Vengeance,Action,6.3,37.0,5.81731,2011
Walesa: Man of Hope,Drama,6.8,12.0,1.101341,2013
Top Gear: The Worst Car In the History of the World,Comedy,7.7,10.0,1.274759,2012
Frozen Silence,War,5.1,10.0,1.51059,2011
Spy Time,Action,5.7,72.0,4.03651,2015
Retribution,Thriller,6.8,111.0,6.292114,2015
Decoding Deepak,Documentary,0.0,0.0,0.581747,2012
Blind Date,Comedy,6.3,147.0,4.848466,2015
The Lovers and the Despot,Documentary,7.0,4.0,0.744523,2016
Michael Jackson's Journey from Motown to Off the Wall,Music,7.2,33.0,2.321825,2016
Wiener-Dog,Comedy,5.6,64.0,5.933337,2016
Norm of the North,Adventure,4.1,124.0,7.008103,2016
Ride Along 2,Action,6.1,567.0,9.420931,2016
Maggie's Plan,Drama,5.7,129.0,6.068689,2016
Batman: Bad Blood,Action,6.8,186.0,7.714405,2016
The Bible,Drama,5.9,10.0,1.294087,2013
Twisted Seduction,Comedy,0.0,0.0,0.01167,2010
Being Ginger,Documentary,5.3,3.0,0.288222,2013
Eddie the Eagle,Comedy,7.2,682.0,7.528276,2016
Exposed,Drama,4.5,141.0,6.402939,2016
Terminus,Science Fiction,5.0,65.0,3.377218,2015
My King,Drama,7.1,207.0,5.88082,2015
The Homestretch,Documentary,0.0,0.0,0.078313,2014
The Perfect 46,Science Fiction,0.0,0.0,0.035948,2014
